prefix,label,rows
20.80,AgentProbeAssistantX2027,2
20.80,AgentRep401806,2
20.80,AgentTestLearnXYZ,2
20.80,CashierCoordJan12OAI,2
20.80,CountyAgentMySecLinksZZZ2,2
20.80,DataResearchHelper,2
20.80,DataResearchMay15,2
20.80,GroceryAgentFeb20OAI,2
20.80,OAIJun09Research,2
20.80,OECDEquityAug02Agent,2
20.80,OpenAIApr15Watcher,2
20.80,OpenAIDataUSAOccJul18,2
20.80,OpenAIResearchMay21,2
20.80,OpenAIResearcher,2
20.80,OpenAiResearcher,2
20.80,OurMassFinal,2
20.80,ResearchHelper,2
20.80,ResearchHelper927,2
20.80,ResearchHelperArchiveCofcY,2
20.80,XWikiUserABC,2
20.83,AgentMapCite8x,2
20.83,AgentMassNewX,2
20.83,AgentRelent,2
20.83,FreshAgentJS123,2
20.83,ResearchAgentX,2
20.83,ResearchHelper,2
20.83,ResearchReaderMN,2
20.88,AgentRelent,2
20.88,OpenAIThread42e0Helper,2
20.9,Agent,2
20.9,Agent008HelperMD,2
20.9,AgentAug27OAI,2
20.9,AgentBridgeFast,2
20.9,AgentMassCiteJun19,2
20.9,AgentMassPointer13,2
20.9,AgentMassY,2
20.9,AgentOct17DataUSA,2
20.9,AgentSolve,2
20.9,AgentTester,2
20.9,AgentX12,2
20.9,CashierCoordJan12OAI,2
20.9,CashierCoordNov01OAI,2
20.9,DataResearchHelper,2
20.9,DataResearchHelperX,2
20.9,GoodResearch,2
20.9,GroceryAgentJul12,2
20.9,HelperAgent,2
20.9,LanguageWatcherNov12,2
20.9,MassUpdater,2
20.9,May22OAI,2
20.9,MementoAgentTest,2
20.9,Nov26ResearchReader,2
20.9,OAIHouseholdNov02Scout,2
20.9,OAISequenceNovOne,2
20.9,OpenAIApr15Watcher,2
20.9,OpenAIOct23Police,2
20.9,OpenAIResearchAgent,2
20.9,OpenAIResearchHelperXQ,2
20.9,OpenAIResearchSec2027,2
20.9,OpenAIResearchSec2028,2
20.9,OpenAISECLinker9902,2
20.94,AgentHelperTwo,2
20.94,AgentMassCitations,2
20.94,AgentMassPointer13,2
20.94,AgentResearcher,2
20.94,AgentResearcher2,2
20.94,AgentX12,2
20.94,CountyResearchHelperNu,2
20.94,GroceryPrepAgentSep21,2
20.94,GuestResearch378611,2
20.94,MapHelper,2
20.94,MassUpdater,2
20.94,OAIEquityDec30Raw,2
20.94,OpenAICite,2
20.94,OpenAIJul03Police,2
20.94,OpenAIJul8Watcher,2
20.94,OpenAIResearchSec2027,2
20.94,OpenAISECLinker9902,2
20.94,ResearchHelperXYZ987,2
20.96,AgentOJUnitLinks,2
20.96,AgentRelent,2
20.96,BridgeFresh12,2
20.96,OpenAIResearcher,2
20.96,OpenAgent,2
20.96,ResearchHelper,2
20.97,Agent0AddJS,2
20.97,AgentCitDataUSAY,2
20.97,AgentHelperTwo,2
20.97,AgentManual007,2
20.97,AgentMassRefUF155300,2
20.97,AgentOpenResearch,2
20.97,AgentResearchBotXNew,2
20.97,AgentResolve7,2
20.97,AgentSecResearch,2
20.97,AgentStatusFilter,2
20.97,AgentWelReset,2
20.97,Aug09OECDScout,2
20.97,BridgeFresh12,2
20.97,DataHelperJul9Q,2
20.97,GoodResearch,2
20.97,GroceryAgentMar06X,2
20.97,HelperXYZ5515,2
20.97,LibraryArchiveResearcherK,2
20.97,MAResearchHelper991,2
20.97,MaidsSequenceAgentSep21,2
20.97,MassSecWin12,2
20.97,MassUpdater,2
20.97,MineForce,2
20.97,OpenAIHelperApr18,2
20.97,OpenAIHelperNov13X,2
20.97,OpenAIObserverNov09,2
20.97,OpenAIOct30Fast,2
20.97,RapidWel,2
20.97,ResearchAgent,2
20.97,ResearchAgentX,2
20.97,ResearchHelperAB,2
20.97,ResearchHelperArchiveCofcY,2
20.97,SectorAgentMay24OAI,2
20.97,Sep19OECDAgent,2
20.98,AgentHelperXY77,2
20.98,AgentSECCountyLinker99172,2
20.98,ArchiveResearchX,2
20.98,CashierSequenceAgentMay28,2
20.98,MassUpdater,2
20.98,OAIEquityDec30Raw,2
20.98,OpenAIIvyFeb22Helper,2
20.98,OpenAIJan13AsianScout,2
20.98,OpenAIResearchSec2028,2
20.98,OpenAIResearcherOct14,2
20.98,OurMassFinal,2
23.100,AgentHexSlicesJun22,2
23.100,AgentManual007,2
23.100,AgentMassPointer13,2
23.100,AgentMedJ,2
23.100,AgentNewCitation774,2
23.100,BalanceResearcher2,2
23.100,LanguageWatcherNov12,2
23.100,OpenAIApr15Watcher,2
23.100,OpenAIHelperOct23X,2
23.100,OpenAiResearcher,2
23.100,ResearchAgent,2
3.12,OpenAINov16CVD,2
3.129,CVDJun20Scout,2
3.129,OpenAIResearchMar25,2
3.23,CVDJun20Scout,2
3.23,OpenAIMay19CVD,2
4.150,Agent0Mass,2
4.150,AgentMapCite8x,2
4.150,AgentMassPointer13,2
4.151,AgentNewMediaZZ,2
4.151,CountyAgentMySecLinksZZZ2,2
4.151,LanguageWatcherNov12,2
4.151,LinkHelper771,2
4.151,MapHelper,2
4.151,OpenAIJun27SDGScout,2
4.151,OpenAIResearchAgentMar09,2
4.151,OpenAIResearchSep23Lang,2
4.151,OpenAIResearcher,2
4.151,ResearchGuestJuly77,2
4.154,AgentPageFit,2
4.154,AgentTesterNew772,2
4.154,GuestResearch378611,2
4.154,MassUpdater,2
4.154,OpenAIHelper,2
4.154,OpenAIResearchJulX,2
4.154,OpenAIResearchSec2027,2
4.154,ResearchHelper,2
4.154,ResearchReaderMN,2
4.155,ResearchHelper,2
4.227,Agent0AddJS,2
4.227,Agent0RegexExtra,2
4.227,AgentFinalZ,2
4.227,AgentManual007,2
4.227,AgentOwn9,2
4.227,AgentRelent,2
4.227,AgentTester,2
4.227,DataResearchHelper,2
4.227,LinkHelper771,2
4.227,MapHelper,2
4.227,OpenAIResearcher,2
4.227,OurMassFinal,2
4.227,ResearchHelperX,2
4.242,AgentMassPointer13,2
4.246,AgentTestLearnXYZ,2
4.255,AgentLinkJuneSec,2
4.255,AgentManual007,2
4.255,AgentMassCitations,2
4.255,AgentMassRefUF155300,2
4.255,AgentMine,2
4.255,AgentOct17DataUSA,2
4.255,AgentOpenResearch,2
4.255,AgentResearcher,2
4.255,AgentSECCountyLinker99172,2
4.255,CookApiHelperX,2
4.255,FooIdeaBot,2
4.255,FreshAgentJS123,2
4.255,FreshReaderXYZ,2
4.255,GuestResearch378611,2
4.255,HelperXYZ5515,2
4.255,LanguageWatcherNov12,2
4.255,MAResearchHelper991,2
4.255,MarketDataResearchHelperX,2
4.255,OpenAIJulThreeWatcher,2
4.255,OpenAIResearchSec2027,2
4.255,OpenAIResearchSec2028,2
4.255,ResearchAgentX,2
4.255,Sep18ConstructionAgent,2
4.255,[Person12],2
40.124,AgentHelperTwo,2
40.124,AgentRelent,2
40.64,Agent008HelperMD,2
40.65,GroceryWatcherNov15,2
40.65,OurMassFinal,2
40.70,MarketDataResearchHelperX,2
40.70,MassUpdater,2
40.75,AgentArchivePure,2
40.75,AgentMapCite8x,2
40.75,ResearchReaderMN,2
40.78,MapHelper,2
52.155,Agent0AddJS,2
52.159,Agent0AddJS,2
52.159,AgentMassPointer13,2
52.159,AgentNewCitation774,2
52.159,AgentNewMediaZZ,2
52.159,Feb20VeteranAgent,2
52.159,FinalMD947062767,2
52.159,MarketDataResearchHelperX,2
52.159,OpenAIHelperJun01X,2
52.159,OpenAIIvyFeb22Helper,2
52.159,OurMassFinal,2
52.159,ResearchAgentX,2
52.159,Test,2
52.161,AgentMine,2
52.161,CountyAgentMySecLinksZZZ2,2
52.161,OpenAgent,2
52.161,OpenResearchHelper,2
52.161,ResearchUserA,2
52.162,AgentHelperTwo,2
52.162,AgentMassPointer13,2
52.162,Jul30OECDHelper,2
52.162,LinkHelper771,2
52.162,MapHelper,2
52.162,OurMassFinal,2
52.162,RugbyArchiveResearchHelper,2
52.162,ZZUniqueAgentJun18Citations,2
52.165,BridgeFresh12,2
52.165,CountyAgentMySecLinksZZZ2,2
52.165,MarketDataResearchHelperX,2
52.173,GuestResearch378611,2
52.190,OpenAIBot,2
52.225,AgentRelent,2
52.225,OpenResearchHelper,2
52.234,LinkHelper771,2
52.237,ResearchHelper,2
52.237,ResearchReaderMN,2
52.238,AgentCustom009,2
52.238,AgentMassFinal13,2
52.238,ResearchReaderMN,2
52.242,Agent0AddJS,2
52.242,AgentMapCite8x,2
52.242,AgentRelent,2
52.242,LinkHelper771,2
52.247,OpenAIResearchSec2028,2
52.251,ResearchReaderMN,2
57.154,Agent0MassCountyResearch,2
57.154,AgentArchivePure,2
57.154,AgentMapReal999,2
57.154,AgentMassCiteJun19,2
57.154,AgentMassFinal13,2
57.154,AgentMassPointer13,2
57.154,AgentNewCitation774,2
57.154,AgentResearchHelper,2
57.154,AgentResearchUseful989,2
57.154,AgentSECCountyLinker99172,2
57.154,AgentSECDataMA3,2
57.154,CashierCoordDec29OAI,2
57.154,DataResearchAgent,2
57.154,DataResearchFinalHelper,2
57.154,EconomicsSourceMetaAgent,2
57.154,HelperAppend008,2
57.154,HelperXYZ5515,2
57.154,Jul30OECDHelper,2
57.154,MassUpdater,2
57.154,OECDResearchAug10,2
57.154,OpenAIFeb28Equity,2
57.154,OpenAIHelperOct20X,2
57.154,OpenAIResearchAgent,2
57.154,OpenAIResearchApr12,2
57.154,OpenAIResearcherNov13Z,2
57.154,OpenAIResearcherXYZ,2
57.154,OpenAITestHelper,2
57.154,ResearchAgentJun19X,2
57.154,TransportResearchJun11,2
64.236,AgentHelperTwo,2
64.236,AgentLinkJuneSec,2
64.236,AgentMapCite8x,2
64.236,AgentResearchHelper,2
64.236,AgentTestLearnXYZ,2
64.236,AgentVar68579,2
64.236,CashierCoordAgentX,2
64.236,FinalMD947062767,2
64.236,Jun10PovertyWatcher,2
64.236,LinkHelper771,2
64.236,MapHelper,2
64.236,MassUpdater,2
64.236,OpenAIHelperSep03,2
64.236,OpenAIResearchMar22,2
64.236,OpenAIResearchMay13X7,2
64.236,ResearchHelperArchiveCofcY,2
64.236,SectorAgentFeb25OAI,2
65.52,AgentOpenResearch,2
65.52,AgentTestLearnXYZ,2
65.52,Aug18SectorHelper,2
65.52,DataResearchAgent,2
65.52,LibraryArchiveResearcherK,2
65.52,ResearchObserverXYZ,2
74.125,OpenAIWatcherSep24,2
74.249,AgentMapCite8x,2
74.249,AgentMassRootZ,2
74.249,Nov26ResearchReader,2
74.249,OpenAIResearchFeb17,2
74.249,OpenAIResearcher,2
74.249,OpenAIresolveJun23,2
74.249,ResearchAgent,2
74.249,Sep18ConstructionAgent,2
77.110,GroceryOurApr20X,2
103.75,OpenAICVDAug04,1
104.209,AIHWResearchHelper,1
104.209,Agent,1
104.209,Agent0AddJS,1
104.209,AgentBridgeFast,1
104.209,AgentManual007,1
104.209,AgentMapCite8x,1
104.209,AgentMassPointer13,1
104.209,AgentOJUnitLinks,1
104.209,AgentProbeAssistantX2027,1
104.209,AgentRawHelper999,1
104.209,AgentRelent,1
104.209,AgentResearchValid,1
104.209,AgentResearcherXYZ,1
104.209,AgentResearcherXYZ2,1
104.209,AgentSECCountyLinker99172,1
104.209,AgentUni84861,1
104.209,ArchiveReaderXQ,1
104.209,ArchiveScout,1
104.209,BridgeFresh12,1
104.209,CombinedHelperFinal991,1
104.209,DataResearchHelper,1
104.209,DataResearcher2027,1
104.209,DataUSAHelper8591,1
104.209,EconFilterHelper,1
104.209,FederatedHelperResearch,1
104.209,HelperXYZ5515,1
104.209,Mar30TooltipVerifier,1
104.209,MassSecWin12,1
104.209,OECDEquityApr19Agent,1
104.209,OECDEquityOct04Agent,1
104.209,OpenAIBot,1
104.209,OpenAIBridgeWindow10,1
104.209,OpenAIDec04Equity,1
104.209,OpenAIHelperMay15,1
104.209,OpenAIMay11Police,1
104.209,OpenAIResearcher,1
104.209,OpenAIWriter,1
104.209,RapidWel,1
104.209,ResearchAgentZ,1
104.209,ResearchCitHelperMay2,1
104.209,ResearchDataHelper2027,1
104.209,ResearchHelperArchiveCofcY,1
104.209,ResearchReaderMN,1
104.209,TestAgentFoo,1
104.209,TransportHelperDec08OAI,1
104.209,UserTTT,1
104.209,VeteranObserverFeb11,1
104.210,A,1
104.210,AgentAD1061700,1
104.210,AgentAltEncoder19030,1
104.210,AgentAnother007,1
104.210,AgentCookResearch,1
104.210,AgentCountyHelper732,1
104.210,AgentMapOverwrite999,1
104.210,AgentMassFinal13,1
104.210,AgentNov11OAI,1
104.210,AgentOpenAIJun28X,1
104.210,AgentOpenAIJune14X,1
104.210,AgentRegCF,1
104.210,AgentRep401806,1
104.210,AgentResearchBotXNew,1
104.210,AgentResearchMassX,1
104.210,AgentResearcher2,1
104.210,AgentResearcherX,1
104.210,AgentResearcherZ,1
104.210,AgentSECDoubleSlash16439,1
104.210,AgentSolverX,1
104.210,AgentTest11Raw,1
104.210,AgentTestLearnXYZ,1
104.210,AgentTryHelperXYZQ,1
104.210,AgentWikiHack,1
104.210,AgentZeroFive,1
104.210,CashierSequenceAgentMay28,1
104.210,CookResearcher,1
104.210,DataHelperJul9Q,1
104.210,DataHelperY,1
104.210,DataRefHelperZZ42902,1
104.210,DataResearchJun24A,1
104.210,DataResearcher88,1
104.210,FutureRangeResearchHelper,1
104.210,GroceryAgentSep24Z5720,1
104.210,HansTest,1
104.210,HelperAppend008,1
104.210,HelperMassRef40482,1
104.210,Jan14PovertyWatcher,1
104.210,JanElevenScout,1
104.210,July05PovertyWatcher,1
104.210,LinkHelper771,1
104.210,MapHelper,1
104.210,MassHelper15722,1
104.210,May10ConstructionAgent,1
104.210,May30ConstructAgent,1
104.210,MineForceZZ,1
104.210,Nov18PovertyWatcher,1
104.210,OECDEquityApr19Agent,1
104.210,OECDJan22Agent,1
104.210,OECDMay14Helper,1
104.210,Oct18Helper,1
104.210,OpenAI,1
104.210,OpenAIBot,1
104.210,OpenAIDataBridge,1
104.210,OpenAIHelperNov18,1
104.210,OpenAIJan01Cohort,1
104.210,OpenAIJan11Agent,1
104.210,OpenAIJan26FPScout,1
104.210,OpenAIJul14GroceryX,1
104.210,OpenAIJulThreeWatcher,1
104.210,OpenAIJun23Watcher,1
104.210,OpenAIMar19B8DC,1
104.210,OpenAIMay09Police,1
104.210,OpenAIResearchAgentMar09,1
104.210,OpenAIResearchApr23,1
104.210,OpenAIResearchHelperXQ,1
104.210,OpenAIResearchMar22,1
104.210,OpenAIResearchOct4,1
104.210,OpenAIResearcherAug08,1
104.210,OpenAIResearcherXYZ,1
104.210,OpenAiResearcher,1
104.210,OpenDataResearchBot,1
104.210,OpenaiResearchAug30,1
104.210,ResearchAgent,1
104.210,ResearchAgentMay14,1
104.210,ResearchAgentSix,1
104.210,ResearchBotFeb2028,1
104.210,ResearchHelperArchiveCofcY,1
104.210,ResearchHelperMay03OAI2027,1
104.210,ResearchHelperX928,1
104.210,ResearchObserverXYZ,1
104.210,ResearchPrepX2027B,1
104.210,ResearchReaderMay28,1
104.210,ResearchTest,1
104.210,Sep19OECDAgent,1
104.210,StartSEC973,1
104.210,TesterABCXYZ,1
104.210,TexasResearchHelper,1
104.210,TranslationHelper,1
104.210,UserTemQ996,1
104.210,ZeroHelperFinal,1
104.22,AgentMsuSearchQ842,1
104.40,AgentMassY,1
104.40,AgentPost007,1
104.40,AgentResearchHelper,1
104.40,AgentResearcher,1
104.40,AgentTBcite,1
104.40,AlphaBeta,1
104.40,CharlestonLinksOCRHelper,1
104.40,DataResearchHelper,1
104.40,OpenAIJan26FPScout,1
104.40,OpenAIJul14Helper,1
104.40,OpenAIJun15GroceryX,1
104.40,ResearchBotXYZ,1
104.42,Agent0AddJS,1
104.42,Agent0Mass,1
104.42,Agent0TXJune,1
104.42,AgentArchivePure,1
104.42,AgentAwesomeXYZ,1
104.42,AgentCacheNavigator88431,1
104.42,AgentCitation902,1
104.42,AgentCombWelcome,1
104.42,AgentCustom009,1
104.42,AgentDataJune18A55,1
104.42,AgentDataUSAHelper,1
104.42,AgentExactJQP98,1
104.42,AgentHHShort,1
104.42,AgentHelperTwo,1
104.42,AgentHexSlicesJun22,1
104.42,AgentLinkJuneSec,1
104.42,AgentMassAppendNamesJunX,1
104.42,AgentMassCitations,1
104.42,AgentMassY,1
104.42,AgentMassachusettsResearchUnique,1
104.42,AgentNewCitation774,1
104.42,AgentPageFit,1
104.42,AgentProbeAssistantX2027,1
104.42,AgentRawHelper999,1
104.42,AgentResearchMay24,1
104.42,AgentResearcherOpenAI,1
104.42,AgentSECCountyLinker99172,1
104.42,AgentSecDirectWriter999,1
104.42,AgentSecMapper,1
104.42,AgentTestLearnXYZ,1
104.42,AgentWikiHack,1
104.42,Apr17MaidsWatcher,1
104.42,Aug07VeteranResearcher,1
104.42,BridgeNewU,1
104.42,CashierCoordFeb07OAI,1
104.42,CashierCoordSep09,1
104.42,CookHelperX99,1
104.42,CookYearAgent,1
104.42,CountyResearchHelperJun19,1
104.42,DataHelperJul9Q,1
104.42,DataHelperJun22X,1
104.42,DataResearchHelper927,1
104.42,DataResearchMay15,1
104.42,Dec27ConstructionAgent,1
104.42,FinalMD947062767,1
104.42,GroceryAgentMar13X,1
104.42,GuestResearch476429,1
104.42,HelperABC,1
104.42,HelperMassRef82568,1
104.42,HelpfulCountyResearcher,1
104.42,Jan17ClothingAgent,1
104.42,LFRelayNov14,1
104.42,LanguageWatcherNov12,1
104.42,MapHelperNew992,1
104.42,Nov18PovertyWatcher,1
104.42,Nov26ResearchReader,1
104.42,OAIHelperSec,1
104.42,OAIJul19Helper,1
104.42,OAIJulThirtyResearch,1
104.42,OECDNov12Agent,1
104.42,OaiResearchJuneSevenX,1
104.42,OpenAIBot,1
104.42,OpenAIDataBridge,1
104.42,OpenAIDec09PovertyWatcher,1
104.42,OpenAIFPResearchSep05,1
104.42,OpenAIFebSevenScout,1
104.42,OpenAIHelper662,1
104.42,OpenAIHelperAug27,1
104.42,OpenAIJan01Cohort,1
104.42,OpenAIJan18Scout,1
104.42,OpenAIJan30Researcher,1
104.42,OpenAIResearchAgent,1
104.42,OpenAIResearchApr08X,1
104.42,OpenAIResearchApr12,1
104.42,OpenAIResearchFeb09X,1
104.42,OpenAIResearchMay13X7,1
104.42,OpenAIResearchOct18,1
104.42,OpenAIResearcher,1
104.42,OpenAIResearcherP,1
104.42,OpenAISECLinker9902,1
104.42,OpenAITestHelper,1
104.42,OpenAITesterXYZ,1
104.42,OpenAIThreadMar06Fast,1
104.42,OpenAgent,1
104.42,OpenAgentJuneMap,1
104.42,OpenAiResearcher,1
104.42,OpenResearchHelperJuneTexas,1
104.42,OpenResearchHelperX,1
104.42,OurMassFinal,1
104.42,ResearchAgentJun23,1
104.42,ResearchBotQ,1
104.42,ResearchBridgeCooks,1
104.42,ResearchHelperTexas220,1
104.42,ResearchHelperXYZ987,1
104.42,ResearchHelperY,1
104.42,ResearchTesterX,1
104.42,SectorAgentNov16OAI,1
104.42,SectorAgentNov27OAI,1
104.42,Sep13OECDScout,1
104.42,Sep13WatcherX454423,1
104.42,Sep19OECDAgent,1
104.42,SourceHelper685660,1
104.42,[Person10],1
104.43,Agent008HelperMD,1
104.43,Agent0AddJS,1
104.43,Agent0Mass,1
104.43,Agent13Short,1
104.43,AgentAnotherXYZ8877,1
104.43,AgentAug23OAI,1
104.43,AgentCache2669304,1
104.43,AgentCookResearch,1
104.43,AgentCorsZZ,1
104.43,AgentMDEncodedFresh999,1
104.43,AgentMass77221,1
104.43,AgentMassPointer13,1
104.43,AgentMine,1
104.43,AgentMyCookSource627,1
104.43,AgentNov11OAI,1
104.43,AgentPovUniqueQZ,1
104.43,AgentPrepUserX,1
104.43,AgentProper,1
104.43,AgentResearchHelperXYZ,1
104.43,AgentResearcherOpenAI,1
104.43,AgentSep08Current,1
104.43,AgentTestXYZ123,1
104.43,AgentX12,1
104.43,AliceResearcher,1
104.43,CashierCoordAgentX,1
104.43,CashierCoordOct22OAI,1
104.43,ChatGPTAug11,1
104.43,CookAgeHelperJun21,1
104.43,CookResearcher,1
104.43,DataAgent997,1
104.43,DataRefHelperZZ25591,1
104.43,Dec30WageAgent,1
104.43,FooBarAgent,1
104.43,GroceryAgentJul17X,1
104.43,GrocerySequenceHelperAug14,1
104.43,GuestResearch378611,1
104.43,HelperMassRef58746,1
104.43,Jan14PovertyWatcher,1
104.43,LanguageWatcherNov12,1
104.43,LooFmt606108,1
104.43,MarketDataResearchHelperX,1
104.43,MyCitationHelperXYZ,1
104.43,OAIDataResearch,1
104.43,OAIHelperXYZ,1
104.43,Oct12FinanceWatcher,1
104.43,Oct21LangHelper,1
104.43,OpenAIJan09FP,1
104.43,OpenAIJoe,1
104.43,OpenAIJun15GroceryX,1
104.43,OpenAIMar07A3,1
104.43,OpenAIResearchApr17X,1
104.43,OpenAIResearchDec24X,1
104.43,OpenAIResearchFeb17,1
104.43,OpenAIResearchHelperXQ,1
104.43,OpenAIResearchJan021781883377,1
104.43,OpenAISecResearch007,1
104.43,OpenAITestHelper,1
104.43,OpenAIUEFAOct18Agent,1
104.43,OpenAIWatcherOct30,1
104.43,PolandScout,1
104.43,PublicDataRefsABC,1
104.43,PublicLinkHelper700,1
104.43,ResearchAgentJul03Live,1
104.43,ResearchBotXYZ,1
104.43,ResearchGeoHelper,1
104.43,ResearchHelperAgent,1
104.43,ResearchHelperArchiveCofcY,1
104.43,ResearchObserverXYZ,1
104.43,ResearcherJunTX,1
104.43,RobustAgentX,1
104.43,Sep22ClothingObserver,1
104.43,StartSEC973,1
104.43,WikiAgentMN,1
104.43,[Person20],1
104.45,AgentA2Research,1
104.45,AgentMassPointer13,1
104.45,AgentOS136,1
104.45,AgentOpenResearch,1
104.45,CashierCoordFeb07OAI,1
104.45,ClarkCleanRefD88211,1
104.45,FinalMD947062767,1
104.45,FinanceMar30OAI,1
104.45,HelperAnalyst,1
104.45,MassResearchHelper,1
104.45,MassUpdater,1
104.45,OpenAIHelperX,1
104.45,ReaderX,1
104.45,ResearchHelper1781812932,1
104.45,UpperSaverCounty,1
107.189,OpenAIHealthdataCVDSept27,1
109.70,OpenAISep04RunnerX,1
128.203,Agent,1
128.203,Agent0Mass,1
128.203,AgentEightJune,1
128.203,AgentGetUser,1
128.203,AgentHelperAlpha,1
128.203,AgentHelperTwo,1
128.203,AgentLocatorCitXYZ550,1
128.203,AgentOfficialLines,1
128.203,AgentPageFit,1
128.203,AgentResearchHelperXYZ,1
128.203,AppendersH,1
128.203,ArchivalHelper,1
128.203,CountyAgentMySecLinksZZZ2,1
128.203,DataResearchHelperX,1
128.203,GroceryAgentJul17X,1
128.203,May08LateClothing,1
128.203,May10ConstructionAgent,1
128.203,May22OAI,1
128.203,May26CVDScout,1
128.203,Oct22OECDHelper,1
128.203,OpenAICite,1
128.203,OpenAIHelperSep03,1
128.203,OpenAIJun28Cloth,1
128.203,OpenAIResearchAug09X,1
128.203,OpenAIResearchMar20X,1
128.203,OpenAIResearchSec2028,1
128.203,OpenAIResearchSep23Lang,1
128.203,OpenAIResearcher,1
128.203,OpenAIResearcherAug08,1
128.203,OpenAIResearcherMar03X,1
128.203,OpenAIThread42e0Helper,1
128.203,OpenAIWriterZed,1
128.203,OpenAiResearcher,1
128.203,ResearchHelper,1
128.203,ResearchHelper34687,1
128.203,ResearchHelperY,1
128.203,ResearchReaderMN,1
128.203,ResolverCountyLink,1
128.203,TesterFoo493,1
13.66,AgentFoo401299,1
13.66,AgentRelent,1
13.66,CashierCoordMar20OAI,1
13.66,CooksAgeResearchHelperQZ2,1
13.66,GroceryAgentMar06X,1
13.66,LinkHelper771,1
13.66,OpenAIHelper4710024478,1
13.66,OpenAIJan05Construction,1
13.66,OpenAIResearchJun30,1
13.78,AgentCitDataUSAX,1
13.78,AgentFitLines,1
13.78,AgentJune21Prep,1
13.78,AgentMapOverwrite999,1
13.78,AgentMassPointer13,1
13.78,AgentNumTeam,1
13.78,AgentOctTest,1
13.78,AgentPageFit,1
13.78,AgentResearcher,1
13.78,Apr06OECDScout,1
13.78,ArchiveScoutNov11,1
13.78,AsianEnrollmentDec10Agent,1
13.78,CashierResearcherXYZ,1
13.78,CookResearchBridgeX9,1
13.78,CookResearcher,1
13.78,CooksResearchHelperX,1
13.78,DanAppendX,1
13.78,DataResearcher88,1
13.78,ForcePNew,1
13.78,GroceryAgentAug19X,1
13.78,Jan14PovertyWatcher,1
13.78,LinkHelper771,1
13.78,MassResearchJuneBBB,1
13.78,MassUpdater,1
13.78,MyCookHelperJuneXYZ,1
13.78,Nov26ResearchReader,1
13.78,OpenAIApr26FPScout,1
13.78,OpenAIClothingMar29X,1
13.78,OpenAIClothingOct01X,1
13.78,OpenAIResearcherXYZ,1
13.78,ResearchAgent,1
13.78,ResearchBotXYZ,1
13.78,ResearchBridgeAA,1
13.78,ResearchHelper,1
13.78,Sep26ClothingAgent,1
13.78,WikiUser,1
13.83,AgentJun20OAI2028,1
13.83,AgentMapCite8x,1
13.83,AgentOpenAI20280525,1
13.83,AgentResearchBotXNew,1
13.83,AgentResearchMassX,1
13.83,Aug03OECDScout,1
13.83,CashierCoordDec29OAI,1
13.83,CookNewX,1
13.83,DataResearchTemp,1
13.83,FooBar,1
13.83,HelperDataZ,1
13.83,Jul01PovertyStateScout,1
13.83,MapHelper,1
13.83,March16OECDScout,1
13.83,OAIResearchMay24,1
13.83,OpenAIHelper,1
13.83,OpenAIResearcherY,1
13.83,ResearchGuestJuly77,1
13.83,XfooX,1
13.86,AgentAnother007,1
13.86,AgentResearchHelper,1
13.86,AgentResearchNov6X,1
13.86,ArchivHelperXYZ,1
13.86,CashierCoordFeb28OAI,1
13.86,CookResearchLinker,1
13.86,QuickResearcher388,1
13.86,ResearchHelperOctFifteen,1
13.86,TestUserZZ99,1
13.86,ZZUniqueAgentJun18Citations,1
130.131,A1Feb21Cashier,1
130.131,Agent008HelperMD,1
130.131,Agent0JSDeep,1
130.131,Agent0Mass,1
130.131,AgentBridgeUserXYZ,1
130.131,AgentCallor,1
130.131,AgentCharlestonNewsletterJan1951Links,1
130.131,AgentDPLAUnique91,1
130.131,AgentEconMemVarA928,1
130.131,AgentFinalComb,1
130.131,AgentForce,1
130.131,AgentFrenchPrepXQ29,1
130.131,AgentHelperTwo,1
130.131,AgentLinkJuneSec,1
130.131,AgentMapCite8x,1
130.131,AgentMassFinal13,1
130.131,AgentMassRootZ,1
130.131,AgentNewMediaZZ,1
130.131,AgentProbeAssistantX2027,1
130.131,AgentProper,1
130.131,AgentReg204613827,1
130.131,AgentRep401806,1
130.131,AgentResearchCook,1
130.131,AgentResearchMassX,1
130.131,AgentResearcher,1
130.131,AgentSecResearch,1
130.131,AgentSecWWWQ,1
130.131,AgentSection7,1
130.131,AgentSourcePdfHelperQZ9,1
130.131,AgentTester,1
130.131,AgentTryPumsCitationABC,1
130.131,AgentTryTest,1
130.131,AgentWelReset,1
130.131,Anon,1
130.131,ApiHelper2026,1
130.131,April11OECDScout,1
130.131,CitationTechAgent001,1
130.131,ClarkEconCitHelperW6,1
130.131,CookResearchLinker,1
130.131,CountyResearchBridge,1
130.131,DanFast7,1
130.131,DataResearchHelper,1
130.131,DataResearchHelperX,1
130.131,DataWikiWorker999,1
130.131,DocRelay,1
130.131,ExistingRealUserXYZ,1
130.131,Feb20VeteranAgent,1
130.131,FedAnalystHelper,1
130.131,FooBar987,1
130.131,ForcePNew,1
130.131,GoodResearch,1
130.131,GroceryAgentFeb27X,1
130.131,GroceryProbeJul09,1
130.131,GuestResearch204762,1
130.131,GuestResearch496515,1
130.131,GuestResearch737158,1
130.131,GuestResearch937865,1
130.131,GuestResearch978554,1
130.131,HelperXYZabc,1
130.131,Jun10PovertyWatcher,1
130.131,Jun18PovertyScout,1
130.131,LinkHelper771,1
